"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","二葉","大井町",8,9200000,"","１Ｒ",10,"","","","","1984年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","二葉","下神明",5,62000000,3500000,"",60,1100000,"ほぼ長方形",6.2,"","","","","住宅","南東","私道",4,"準工業",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","二葉","下神明",4,9100000,"","１Ｋ",10,"","","","","1984年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","二葉","西大井",6,50000000,1800000,"",90,560000,"ほぼ正方形","","","","","","その他","南東","私道",1.1,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南大井","大森(東京)",9,480000000,"","",140,"","長方形",8,460,"2022年","ＲＣ","共同住宅","住宅","北","区道",6,"準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",6,21000000,"","１Ｋ",20,"","","","","1997年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",3,25000000,"","１ＤＫ",30,"","","","","1999年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",2,28000000,"","１ＤＫ",40,"","","","","1975年","ＳＲＣ","住宅","住宅","","","","商業",80,600,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",10,54000000,"","３ＬＤＫ",55,"","","","","1995年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",3,28000000,"","１ＬＤＫ",30,"","","","","1999年","ＲＣ","住宅","","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",6,19000000,"","１Ｋ",15,"","","","","1997年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",10,20000000,"","１Ｋ",20,"","","","","2001年","ＲＣ","","住宅","","","","近隣商業",80,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",6,72000000,"","３ＬＤＫ",70,"","","","","2002年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森(東京)",12,40000000,"","３ＬＤＫ",60,"","","","","1984年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南大井","大森海岸",6,80000000,"","",55,"","長方形",5.4,100,"2002年","鉄骨造","住宅","住宅","東","区道",8,"準工業",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南大井","大森海岸",2,140000000,"","",115,"","長方形",9.6,120,"1951年","","","その他","北","区道",5.8,"商業",80,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",2,38000000,"","２ＬＤＫ",55,"","","","","1978年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",8,22000000,"","１Ｋ",20,"","","","","2014年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",8,30000000,"","１Ｋ",20,"","","","","2011年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",13,25000000,"","１Ｋ",20,"","","","","2011年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",3,13000000,"","",15,"","","","","1985年","ＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",1,41000000,"","１ＤＫ",25,"","","","","2023年","ＲＣ","住宅","その他","","","","商業",80,600,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",3,37000000,"","１ＤＫ",30,"","","","","1996年","ＳＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",6,19000000,"","１Ｋ",15,"","","","","1997年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",7,26000000,"","１ＤＫ",20,"","","","","2011年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",7,63000000,"","２ＬＤＫ",55,"","","","","2006年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",3,60000000,"","２ＬＤＫ",45,"","","","","2011年","ＲＣ","住宅","住宅","","","","商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",5,45000000,"","３ＬＤＫ",55,"","","","","1996年","ＳＲＣ","","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",5,31000000,"","１Ｋ",20,"","","","","2019年","ＲＣ","","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",8,29000000,"","１Ｋ",20,"","","","","2011年","ＲＣ","住宅","その他","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",6,18000000,"","１Ｋ",15,"","","","","1997年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",8,22000000,"","１Ｋ",20,"","","","","2015年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",7,81000000,"","３ＬＤＫ",65,"","","","","2001年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","大森海岸",7,36000000,"","２ＤＫ",40,"","","","","2011年","ＲＣ","","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南大井","立会川",7,730000000,"","",320,"","長方形",17.5,1400,"1991年","ＲＣ","事務所、倉庫","","西","区道",7.2,"商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",6,61000000,"","３ＬＤＫ",75,"","","","","1996年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",6,25000000,"","１ＬＤＫ",20,"","","","","2008年","ＳＲＣ","住宅","その他","","","","商業",80,500,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",6,76000000,"","３ＬＤＫ",60,"","","","","2015年","ＲＣ","住宅","住宅","","","","近隣商業",80,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",6,39000000,"","２ＤＫ",35,"","","","","2002年","ＳＲＣ","住宅","その他","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",6,57000000,"","２ＬＤＫ",75,"","","","","1996年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南大井","立会川",4,37000000,"","",35,"","","","","2003年","ＳＲＣ","","住宅","","","","商業",80,500,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","青物横丁",3,170000000,"","",175,"","ほぼ長方形",15,210,"2007年","鉄骨造","共同住宅","住宅","南東","私道",4,"１種住居",60,200,"2024年第4四半期","","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13109","東京都","品川区","南品川","青物横丁",3,1900000000,"","",310,"","不整形",14.4,1900,"2021年","ＲＣ","共同住宅","住宅","南西","区道",5.3,"商業",80,500,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","青物横丁",8,700000000,"","",380,"","ほぼ長方形",18.9,590,"2017年","鉄骨造","その他","","北","区道",4.8,"準工業",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","青物横丁",7,80000000,"","",135,"","ほぼ長方形",7.1,"","","","","住宅","東","区道",3.4,"準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","青物横丁",3,64000000,"","３ＬＤＫ",70,"","","","","1981年","ＳＲＣ","住宅","住宅","","","","１種住居",60,200,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","青物横丁",2,34000000,"","２ＬＤＫ",40,"","","","","1985年","ＳＲＣ","住宅","","","","","商業",80,500,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","大井町",5,22000000,"","",35,"","不整形",1.1,40,"1967年","木造","住宅","住宅","南","私道",2.8,"１種住居",60,200,"2024年第4四半期","",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","大井町",11,120000000,2700000,"",140,830000,"ほぼ長方形",6.7,"","","","","住宅","東","区道",4.8,"準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","大井町",8,20000000,"","１Ｋ",15,"","","","","1996年","ＲＣ","住宅","住宅","","","","１種住居",60,200,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","大井町",5,15000000,"","１Ｒ",20,"","","","","1989年","ＲＣ","住宅","住宅","","","","１種住居",60,200,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","大井町",5,15000000,"","１Ｋ",20,"","","","","1989年","ＲＣ","住宅","住宅","","","","１種住居",60,200,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","大井町",7,29000000,"","１Ｋ",25,"","","","","2005年","ＲＣ","住宅","","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","新馬場",7,110000000,"","",130,"","ほぼ長方形",14.2,"","1975年","木造","住宅","住宅","西","道路",2.5,"準工業",60,300,"2024年第4四半期","",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13109","東京都","品川区","南品川","新馬場",6,75000000,"","",55,"","長方形",7,80,"1987年","ＲＣ","住宅","住宅","西","区道",4.5,"準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","新馬場",6,24000000,"","１Ｋ",20,"","","","","2006年","ＲＣ","住宅","","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","新馬場",7,32000000,"","１Ｋ",20,"","","","","2020年","ＲＣ","住宅","その他","","","","準工業",60,300,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","新馬場",2,14000000,"","１Ｒ",15,"","","","","1985年","ＳＲＣ","住宅","住宅","","","","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","新馬場",7,79000000,"","２ＬＤＫ",60,"","","","","2012年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","南品川","新馬場",6,23000000,"","１Ｋ",20,"","","","","2007年","ＲＣ","住宅","住宅","","","","準工業",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","八潮","大井競馬場前",18,35000000,"","",60,"","","","","1983年","ＳＲＣ","","住宅","","","","１種住居",60,300,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","八潮","大井競馬場前",9,57000000,"","３ＬＤＫ",70,"","","","","1985年","ＳＲＣ","住宅","住宅","","","","１種住居",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","八潮","品川シーサイド",12,42000000,"","２ＬＤＫ",65,"","","","","1984年","ＳＲＣ","","住宅","","","","１種住居",60,300,"2024年第4四半期","改装済み",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","豊町","下神明",6,35000000,1700000,"",70,510000,"ほぼ長方形",9.3,"","","","","住宅","南","私道",1.8,"１種住居",60,200,"2024年第4四半期","","私道を含む取引"
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","豊町","下神明",4,36000000,"","１Ｋ",20,"","","","","2019年","ＲＣ","住宅","住宅","","","","","","","2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","豊町","戸越",9,100000000,"","２ＬＤＫ",80,"","","","","2001年","ＲＣ","","住宅","","","","近隣商業",80,400,"2024年第4四半期","未改装",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","豊町","戸越公園",4,140000000,4200000,"",105,1300000,"台形",16,"","","","","住宅","北西","区道",4.1,"１種住居",60,200,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","","13109","東京都","品川区","豊町","戸越公園",3,170000000,"","３ＬＤＫ",115,"","","","","1992年","ＲＣ","住宅","住宅","","","","１種住居",60,200,"2024年第4四半期","改装済み",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","豊町","中延",2,46000000,3000000,"",50,900000,"長方形",4.4,"","","","","住宅","北西","私道",4,"１種住居",60,200,"2024年第4四半期","",""
